ElementId,Category,Type Name,Level,ApprovedLabel,MissingList,Assembly Code,ConnCount,ConnSizes_m,Default Thickness,Description,EndX_m,EndY_m,EndZ_m,Fire Rating,Insulation Thickness,Length_m,Lining Thickness,Material,Model,Service Type,StartX_m,StartY_m,StartZ_m,Structural,SurfaceArea_m2,System Type,Type Mark,Volume_m3,Width,is_missing_Default Thickness,is_missing_Model,is_missing_Service Type,is_missing_System Type,is_missing_Type Mark,is_missing_Width
﻿1666431,Cable Trays,Ladder Cable Tray,L1,Pass,,CT-123,2,,,,105.75087896214265,55.660013009180567,2.7500000000000004,,,13.000000000000002,,,CT,Telecom,105.75087896214266,68.660013009180574,2.7500000000000004,,10.460000000000027,,ABC-15,0.3900000000000014,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
﻿1666513,Cable Trays,Ladder Cable Tray,L1,Pass,,CT-123,2,,,,-127.31447938742265,104.22683269812401,2.7500000000000004,,,19.000000000000004,,,CT,Power,-127.31447938742268,85.226832698124028,2.7500000000000004,,15.260000000000039,,ABC-15,0.57000000000000195,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
﻿1666514,Cable Trays,Ladder Cable Tray,L1,Pass,,CT-123,2,,,,-105.7582871396698,104.22683269812404,2.7500000000000004,,,15.000000000000002,,,CT,Power,-120.75828713966982,104.22683269812404,2.7500000000000004,,12.060000000000034,,ABC-15,0.45000000000000179,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
﻿1666515,Cable Trays,Wire Mesh Cable Tray,L1,Fail,Model:missing,TRK-896,2,,,,-107.8939047805482,95.873109015332474,2.7500000000000004,,,6.0000000000000009,,,,Telecom,-107.89390478054821,89.873109015332474,2.7500000000000004,,4.8600000000000172,,XYZ-96,0.18000000000000083,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
﻿1666516,Cable Trays,Solid Bottom Cable Tray,L1,Pass,,LAD-657,2,,,,-105.7582871396698,40.270081763509943,2.7500000000000004,,,15.000000000000002,,,LAD,Telecom,-120.75828713966982,40.270081763509992,2.7500000000000004,,12.060000000000034,,CDE-87,0.45000000000000179,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
﻿1666517,Cable Trays,Ladder Cable Tray,L1,Pass,,CT-123,2,,,,-41.038097277627863,98.281909626821758,2.7500000000000004,,,13.000000000000002,,,CT,Telecom,-41.038097277627841,111.28190962682177,2.7500000000000004,,10.460000000000035,,ABC-15,0.39000000000000173,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
﻿1666599,Cable Trays,Ladder Cable Tray,L1,Pass,,CT-123,2,,,,-115.31447938742264,-47.102751967144108,2.7500000000000004,,,19.000000000000004,,,CT,Power,-115.31447938742268,-66.102751967144115,2.7500000000000004,,15.260000000000044,,ABC-15,0.57000000000000239,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
﻿1666600,Cable Trays,Ladder Cable Tray,L1,Pass,,CT-123,2,,,,-93.758287139669804,-11.142683527834055,2.7500000000000004,,,15.000000000000002,,,CT,Power,-108.7582871396698,-11.142683527834055,2.7500000000000004,,12.060000000000034,,ABC-15,0.45000000000000179,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
﻿1666601,Cable Trays,Wire Mesh Cable Tray,L1,Fail,Model:missing,TRK-896,2,,,,-95.893904780548183,-55.456475649935662,2.7500000000000004,,,6.0000000000000009,,,,Telecom,-95.893904780548198,-61.456475649935669,2.7500000000000004,,4.8600000000000172,,XYZ-96,0.18000000000000083,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
﻿1666602,Cable Trays,Solid Bottom Cable Tray,L1,Pass,,LAD-657,2,,,,-93.758287139669804,-68.437606284116995,2.7500000000000004,,,15.000000000000002,,,LAD,Telecom,-108.7582871396698,-68.437606284116953,2.7500000000000004,,12.060000000000034,,CDE-87,0.45000000000000179,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
﻿1666603,Cable Trays,Ladder Cable Tray,L1,Pass,,CT-123,2,,,,-32.929986088191043,-17.087606599136326,2.7500000000000004,,,13.000000000000002,,,CT,Telecom,-32.929986088191029,-4.0876065991363228,2.7500000000000004,,10.460000000000029,,ABC-15,0.39000000000000146,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
